state,date,anger,fear,sadness,surprise,joy,anticipation,trust,disgust
OR,2020-11-01,0.9105715409993284,0.48656978232393033,0.5997269290452814,0.26474434065956287,0.35935551032457114,0.9896498848418236,0.7707702323574268,0.7052049493326277
OR,2020-12-01,0.7821213950325833,0.9598094903525788,0.3236298760282573,0.38826702678575,0.3060227374279312,0.24333389643704895,0.12746700056883897,0.5213554403355833
OR,2021-01-01,0.03130504538321677,0.944316834050976,0.8810218246519641,0.4171593659957795,0.835108161402594,0.613003518597983,0.07550848112128328,0.06296631027984889
OR,2021-02-01,0.2500529475416102,0.9836959798952396,0.06833145735197843,0.2571980758450345,0.5595966773032269,0.5494948254741631,0.1703922292169644,0.8779945770529708
OR,2021-03-01,0.5158657925474164,0.23165956652757724,0.6063889259523191,0.12362134552974935,0.992485735323642,0.2522033756854203,0.5208207965935889,0.8094322663049986
OR,2021-04-01,0.7414240666677127,0.22507276556889022,0.42229113680225094,0.35307658398461006,0.20727889766912,0.08753577283120395,0.11492437888280149,0.3616080492686562
OR,2021-05-01,0.7101152669200218,0.4609566673286871,0.5945804721721644,0.1745185024791427,0.8056767287793155,0.2734980498450681,0.07338327235806119,0.4347487674422984
OR,2021-06-01,0.48102392951906847,0.7459113035227717,0.36112092668961615,0.6131877466392975,0.5769817638382145,0.9365296669128206,0.17760387725046245,0.49753581230126287
OR,2021-07-01,0.6859448045516868,0.4751069288141657,0.9295142964671667,0.2020901828493099,0.6011493155342581,0.20458007753118224,0.07413793474740327,0.622028521371468
OR,2021-08-01,0.8971439958116494,0.3812462657524538,0.9904379309372334,0.563713711824874,0.8219656762490227,0.005306047054938534,0.6487492775142643,0.48037121102302704
OR,2021-09-01,0.7011652131904537,0.5532292528754524,0.7866510120020046,0.11653991742973402,0.4901483903560302,0.3277869498975271,0.83784207497661,0.17742137426781446
OR,2021-10-01,0.9638649852925218,0.08825617922341866,0.7794070310077624,0.6523830418074071,0.7727334171720895,0.7332974231907052,0.559135928777089,0.7201116592690682
OR,2021-11-01,0.3750489435264768,0.6978537152969876,0.5166698879972439,0.01658578902586505,0.7506300800454858,0.009396806127534574,0.2539187072592284,0.6121814382641149
OR,2021-12-01,0.21019668391125312,0.37986280607906153,0.22665080939759885,0.2830132371544496,0.5093993771536177,0.44540176661456443,0.5074765402019346,0.5367624790663307
OR,2022-01-01,0.6180511337538631,0.20268578865193143,0.5676214035442549,0.6438669736675703,0.09462719466283809,0.24834642389320705,0.44667935370502576,0.09942314402267072
OR,2022-02-01,0.1507696581697079,0.9048873255644347,0.23896483397196044,0.48766294238881547,0.2152225007552271,0.9881967771129443,0.07094532869292058,0.6434184635695456
OR,2022-03-01,0.08209173800162028,0.9196076076770573,0.009162495638851964,0.515964999126457,0.7068086398446883,0.6385360643567586,0.6326812915419866,0.4054943702106213
OR,2022-04-01,0.5437415461580146,0.2124720170573573,0.3025627762479318,0.424908887790147,0.6071516289202631,0.9508570629171377,0.31762078468436516,0.4606982418904816
OR,2022-05-01,0.2743836368611928,0.9080546324163058,0.05413009591769358,0.8238532938235537,0.7599725056283679,0.8962716420143623,0.20654527873243866,0.630351921493854
OR,2022-06-01,0.011856808188049905,0.7731730257117658,0.5827893127248381,0.6649690534324934,0.8184689470825184,0.7585605278134222,0.5045304010440769,0.5934445621423861
OR,2022-07-01,0.4029700171981774,0.600612734316912,0.2767167088774424,0.20668894733982557,0.8376420622328044,0.4535180197745714,0.741546970953376,0.6170614204875451
OR,2022-08-01,0.7981837673388793,0.318365598471234,0.09162875422054462,0.26125881044460264,0.6303912915870653,0.25389796784104823,0.19386014867596824,0.9315216689855385
OR,2022-09-01,0.9762334165979608,0.8123205140211325,0.9861561851416596,0.9656347309261222,0.3715408970177402,0.14926661978043498,0.1454121255273827,0.02846862752896373
OR,2022-10-01,0.5496061636986144,0.970989162024935,0.6017483970491095,0.8729259448930381,0.17212526045885224,0.24036639859288111,0.46068832655024705,0.47900450285284324
OR,2022-11-01,0.5353567920204072,0.7294237648140309,0.055165365843580005,0.7439239497078198,0.019042907250108265,0.7826905522165775,0.10727433477369508,0.9773543390994095
OR,2022-12-01,0.199285610120432,0.6585095231910508,0.4003984515670611,0.8467765152188792,0.17022818296695819,0.39778642197145986,0.45727725448694856,0.5942312600027233
OR,2023-01-01,0.23000697893697652,0.7841148288435241,0.06998281827522312,0.9764959150335348,0.3361148530009719,0.7803927665231899,0.23365442411294368,0.42871612446169294
OR,2023-02-01,0.7980039375927267,0.446267340372946,0.34738059728450377,0.7743912368513419,0.542542604502976,0.7320399082530947,0.5182267090974767,0.34495903318607957
OR,2023-03-01,0.81578218953259,0.4161471490326214,0.5241335380142611,0.6566335164354381,0.6219051639959662,0.1292594231668044,0.2632389141229121,0.1999098594272759
OR,2023-04-01,0.3590862502810852,0.37888748825458574,0.015630528783123876,0.465686631229675,0.5763456366414031,0.40387648062446635,0.32412505530310287,0.2783655451751603
OR,2023-05-01,0.4940727295644194,0.15767759957675853,0.2481581428007108,0.42494818795336275,0.10236224900893554,0.3026358490620522,0.16497990310430566,0.7567822211957074
OR,2023-06-01,0.445172141319234,0.4303721314149963,0.8197913962443986,0.7156160867296885,0.3807403249157413,0.15426832617518627,0.9899806115638912,0.29542724072703075
OR,2023-07-01,0.31992303246998666,0.8976041535476869,0.7335886630816308,0.9049395874566143,0.7527065424468762,0.2877079080313584,0.6341632986522505,0.1994269902734318
OR,2023-08-01,0.45239946261408337,0.5769347309785718,0.5615038391824118,0.7050011339220225,0.658690290914448,0.0010082194738750827,0.9878048830463074,0.22084825848624912
OR,2023-09-01,0.94489996245729,0.6543693602070675,0.9607696266526883,0.09806279085430436,0.8305874146054456,0.32818940765418814,0.30883896125150356,0.8352489391910396
OR,2023-10-01,0.24457163320168085,0.9433144026887811,0.14559423517130443,0.7950008843011359,0.16184882762780428,0.1733654427648278,0.8107006555054834,0.45796222409827814
OR,2023-11-01,0.14920003611158605,0.02564578205629575,0.31533712129466873,0.9106635180231786,0.0268692582196689,0.8075276020083288,0.1878725196758564,0.9538316054402333
OR,2023-12-01,0.12644982348374434,0.7975262208369558,0.11872833496706081,0.7482678767605785,0.16101860012180214,0.8007505886836408,0.7743430684593023,0.5932462897305119
CA,2020-01-01,0.29069661762612553,0.1888804865419732,0.4415005453245494,0.4650730096085225,0.6339918761488603,0.37330363948294776,0.8743141049500662,0.9591118827343668
CA,2020-02-01,0.8569383042002169,0.36124326500116044,0.19013656329129902,0.22731060600180875,0.3752597394674869,0.7031600072745273,0.3611537645238392,0.06814823062448594
CA,2020-03-01,0.4677955313636144,0.371306540254172,0.7705909391245878,0.6896489904241175,0.8519573836879326,0.21798281263020336,0.3018369344413976,0.6412484120157455
CA,2020-04-01,0.846695787884011,0.07181643578847363,0.0366755407564856,0.6588880230542197,0.6504271296067567,0.48116199513190894,0.6379218727325964,0.8488639720417307
CA,2020-05-01,0.786204831680036,0.7121696006884893,0.3361932201842188,0.6558509552575945,0.8584436449648355,0.2078290759087671,0.6729817926759469,0.16667362119112583
CA,2020-06-01,0.10234596801064688,0.9752216984194846,0.5086666800904509,0.33404107164479546,0.8264761983886265,0.8592021649991239,0.5461653383765905,0.9863964585833929
CA,2020-07-01,0.646733851778915,0.1290932412540804,0.7064935486706482,0.2539600011698495,0.4628940625794409,0.5819323267475589,0.8940636452016683,0.7813255518276657
CA,2020-08-01,0.6545865261129086,0.5664602949227232,0.503321064602549,0.35525222956732383,0.3167721836014611,0.2712381893787629,0.7907075990214154,0.7336729445766689
CA,2020-09-01,0.6736901281086751,0.2685397906732978,0.38279032579219785,0.43001580551407315,0.2021818143127464,0.6579851682820792,0.18944955138175756,0.4028576331308211
CA,2020-10-01,0.09925647040944863,0.7667285948491903,0.8710927120605477,0.18834729831208608,0.14638342307670626,0.08976987990779084,0.683006674284806,0.031172614154143186
CA,2020-11-01,0.9241321071003885,0.5385498153812726,0.6817535375575923,0.5477189661331262,0.7552956465723054,0.504281884102725,0.6138474412590873,0.5708363794746055
CA,2020-12-01,0.7003137001708628,0.25856649182052305,0.3547887683949854,0.22792565923683872,0.7744692803074664,0.2714157910474587,0.1088503987615026,0.8471073137133293
CA,2021-01-01,0.41099925295719464,0.23464414863063288,0.5324038100533145,0.2535414548162839,0.28939662369098773,0.7113190050261538,0.35260978446983027,0.18001434087732082
CA,2021-02-01,0.4271012127166167,0.2669063307156856,0.03187375415402316,0.46711120371246606,0.32137430514460263,0.06355904011879387,0.18291685770267763,0.17550534684506203
CA,2021-03-01,0.418665441340782,0.14638656647994963,0.2723466886250805,0.2079933897521743,0.1671907007167357,0.38220757154080287,0.32440183796763955,0.40306838399141687
CA,2021-04-01,0.6355063167968059,0.5148127930470406,0.3917245229692674,0.18279789036314198,0.43278065065656035,0.08291705225080881,0.13513865307039674,0.5966411993349822
CA,2021-05-01,0.27073590717134544,0.545604314495192,0.7298115706155324,0.05530964387474091,0.5558676834203103,0.48692228836181606,0.11654769919228747,0.28309626943012733
CA,2021-06-01,0.3055464278634148,0.652172054392319,0.7104338804311051,0.6143862517595999,0.7353109376964354,0.009864232241085125,0.8455520129287779,0.39342078799698876
CA,2021-07-01,0.03379373433177013,0.0763057924952052,0.24489577395441664,0.6561561222651153,0.5519588908570608,0.46435963936958646,0.7378208497247434,0.029090922067130043
CA,2021-08-01,0.06697195936849809,0.621073127164364,0.275464954221896,0.5908472899684456,0.0825216437451628,0.7460519247995774,0.8916982683405377,0.7597378739277404
CA,2021-09-01,0.7255010584468022,0.610728662590523,0.6354415964344355,0.3621489696100211,0.49333599033189224,0.4875789685979701,0.13848816108546358,0.9659162782870578
CA,2021-10-01,0.4953536469377854,0.5715851224339811,0.41680338129167105,0.12319125647225593,0.04847326999084012,0.3959565997235007,0.08248657999794173,0.20690105912670087
CA,2021-11-01,0.003962235105199552,0.1645164152673375,0.9337569595260811,0.2589791608547781,0.6343773503226005,0.06667314491110221,0.7436853813818342,0.12920070146070484
CA,2021-12-01,0.6724350266838669,0.1127621474560816,0.05816957845867676,0.3939856598589486,0.37563237203891753,0.24990982170573017,0.4898162857519157,0.8171748907598095
CA,2022-01-01,0.8593416390922757,0.15844023291777676,0.3614876724556797,0.997502673989881,0.48759559039612255,0.03976688337444867,0.720972624852105,0.018589770611768475
CA,2022-02-01,0.7709315822333322,0.534754611703153,0.5235207473354075,0.31480420510148,0.9997785524724747,0.4622231721939136,0.5753735089459415,0.7632659428369354
CA,2022-03-01,0.25344051658385924,0.6635960081222788,0.44392039747281664,0.8369939076674529,0.5687678739915053,0.12553383995216427,0.9378752786546042,0.5739284730096367
CA,2022-04-01,0.03713885171103182,0.657085482002753,0.9839763456152414,0.557173455292511,0.23717253735116872,0.6196518689852101,0.12187652913253366,0.82273885863912
CA,2022-05-01,0.7903375844485933,0.5039176430488065,0.8899658181738653,0.405982796021512,0.7136981245556653,0.962276599762443,0.5893892733718243,0.05012635429448087
CA,2022-06-01,0.48575008521653706,0.5701486624052079,0.5264082226888772,0.3739282524877213,0.5187199699174815,0.9303328541114468,0.733050289627762,0.7268038767415946
CA,2022-07-01,0.814678784822754,0.2687695647081626,0.8882610880847189,0.5795240338524978,0.45945109745017954,0.6946896989795043,0.21205217621628336,0.13677320527796932
CA,2022-08-01,0.3069382452347885,0.011241237637327983,0.41429924928274064,0.717276416611218,0.39763138533696807,0.23760529302706535,0.5268783131524003,0.9262441877776693
CA,2022-09-01,0.8108794648638962,0.21019335321660915,0.5770587646399671,0.34901560125257136,0.7008083160290881,0.30278516926229393,0.7571186710306221,0.7712458833086124
CA,2022-10-01,0.3641998319416948,0.30499816499528976,0.6645182260448282,0.886279285217663,0.2980633376182381,0.19595927076107755,0.3297777975829044,0.9436519684665042
CA,2022-11-01,0.4898400106986692,0.9192644536639145,0.5290765880886824,0.933155479356492,0.8106411830743192,0.15438600381945944,0.9849689771377759,0.8541275111233911
CA,2022-12-01,0.7234371899182525,0.8997013501999899,0.2557346017448462,0.3594978079919081,0.26161538394659556,0.4765200582958633,0.24106782427052442,0.05628637916209267
CA,2023-01-01,0.20002021110479096,0.9828104812973354,0.7033215640928294,0.4533075832653125,0.2617310638745872,0.8260183934923018,0.25531200612349936,0.2698642581500662
CA,2023-02-01,0.7830477246722322,0.6265796906952513,0.8165884934622398,0.20667083107702944,0.8969676730894033,0.9245406492435545,0.2717650693103324,0.22802419011033748
CA,2023-03-01,0.7894161575017048,0.7796860657174595,0.06122743429651967,0.45025975062269785,0.6694637907129736,0.544688540176382,0.632615749864335,0.7157632940209807
CA,2023-04-01,0.44209204599025764,0.17952896454083,0.15315007032353978,0.2186214112275353,0.4108677306691785,0.1182042297322754,0.33531844150451984,0.8086641619675875
CA,2023-05-01,0.3282720560851189,0.7392508576894182,0.33553601595536275,0.788564985234426,0.3152976174260542,0.7906965045688295,0.6937362554146703,0.7588242167668852
CA,2023-06-01,0.6540505393856592,0.3847121646255024,0.43784251305184607,0.10282067368737857,0.08463588432636959,0.8151535652528004,0.16654825348111113,0.010405121977569376
CA,2023-07-01,0.5073158898607989,0.3624389173802395,0.3559274368983646,0.2753886516358497,0.484022182984303,0.19821532580147982,0.2886428404936364,0.642455021644958
CA,2023-08-01,0.7105979076058792,0.12511369386073368,0.24946337882424785,0.10858620331203173,0.9974275598280248,0.8105547573062372,0.8608165701102409,0.9492174966309603
CA,2023-09-01,0.5714449540693716,0.966768255813246,0.2617629101778456,0.28375415288857064,0.250302616438127,0.9960608767620833,0.5820201135142713,0.7550963114540281
CA,2023-10-01,0.3803859802587526,0.4117484361460625,0.23326798781422253,0.7364802370877288,0.06737814995268321,0.5676662334982457,0.2137469872482881,0.32562195165792795
CA,2023-11-01,0.7729241992421666,0.8224047283952,0.23925675182972939,0.7005941736311272,0.053488706063396396,0.5158162995601195,0.6479973875071029,0.9833292284592644
CA,2023-12-01,0.43668053096569803,0.17700102411141716,0.7920010701211707,0.7114514015463957,0.7999494483000814,0.8973486492558147,0.42239864548440675,0.28928326224359757
NY,2020-01-01,0.8638988089430901,0.8968725388094209,0.3999941024370314,0.5564776863783911,0.41468838123145535,0.3738642344994282,0.7003195461294779,0.4448252974164141
NY,2020-02-01,0.8821387403262482,0.6973881181570417,0.10977678411446756,0.30444313923594113,0.3516688056033046,0.9166774175601607,0.01662244363450127,0.6580498251290015
NY,2020-03-01,0.8176308432433683,0.22516831398396875,0.3885815984691624,0.41766629031605695,8.89114319200246e-05,0.09128774837244824,0.025367155010806663,0.058785650400416944
NY,2020-04-01,0.8614043834532835,0.735010514890472,0.08302955203272022,0.19665464159181112,0.6169287115615821,0.49869635202151097,0.20123865831919152,0.5706908117738513
NY,2020-05-01,0.156267954634135,0.10456870910631444,0.11679496393341826,0.7783780575213579,0.9698192401494018,0.6860995058201268,0.9340015041855727,0.7128631553871381
NY,2020-06-01,0.39063655976285605,0.8271460932028999,0.45281410307316794,0.8923473899980839,0.45955089799661664,0.08707044502987316,0.13031825158864474,0.13779449119272658
NY,2020-07-01,0.6417000782574194,0.7366834527380023,0.8329417903930104,0.9635012728984506,0.019224908095862858,0.9904523024260441,0.30458645059085876,0.33790372563651494
NY,2020-08-01,0.6237624329311883,0.07346406842444608,0.9311622026825837,0.20471586615183945,0.17979796469119025,0.4864797358378228,0.8385961124554605,0.31566494034169146
NY,2020-09-01,0.6934360889294471,0.7013348315369281,0.9961985414225273,0.48950080527900963,0.14436469234418936,0.5132415232868666,0.03814989065033991,0.9963089367213468
NY,2020-10-01,0.7018311302466033,0.268573317204887,0.42110053533166125,0.019257945600247073,0.07043345325354322,0.9721489843282766,0.30474478787237724,0.17962969827268205
NY,2020-11-01,0.3409558041270304,0.052304440790900464,0.5338139150407624,0.9948941058270315,0.18031319126466028,0.3344000452455864,0.27505726115977813,0.2587250923417006
NY,2020-12-01,0.5628662412630199,0.6703165743133396,0.95059515798102,0.41974760214095475,0.8679939835910673,0.597801290997267,0.2443538673062683,0.432326833316391
NY,2021-01-01,0.4183772536014486,0.14895852577657187,0.6572552096173343,0.009006588458963627,0.2156000059183414,0.5659880832907596,0.0374792866067325,0.4841686007454852
NY,2021-02-01,0.20055915306806682,0.9661287841544829,0.4971709122923297,0.04166357468936788,0.8131925420612689,0.8910969196664414,0.4297572305193703,0.7809193829867594
NY,2021-03-01,0.43967437511888685,0.1882884203384615,0.8603220543740419,0.9121412159505553,0.8993823352476216,0.0021175060987077554,0.18887814188972119,0.045488986890770966
NY,2021-04-01,0.3028431116548356,0.140920040530504,0.6660703608496564,0.7978656197695114,0.7908590499911685,0.8611502826719772,0.8756706240522847,0.42491077304695113
NY,2021-05-01,0.11056709144036558,0.28981554599992954,0.545353469100748,0.3918483427552526,0.6398272058196874,0.9033846224339879,0.21980347222820795,0.27228928282714837
NY,2021-06-01,0.364735213219365,0.8199977953039985,0.6846529376058729,0.5426871656160589,0.2717319544314315,0.9403833081675577,0.7498306826136727,0.9029518212499417
NY,2021-07-01,0.2477862368951752,0.19122518196249194,0.34818240133829237,0.9700172996559119,0.7757474154158291,0.4375249316536828,0.9201432900349639,0.0785598378103789
NY,2021-08-01,0.06276628114027794,0.9564460709375084,0.7655203364308819,0.7594039199264074,0.435622927450669,0.5305989328517312,0.2868442128417461,0.7772066449217709
NY,2021-09-01,0.3969781401085195,0.6312354258686498,0.4847943922249729,0.10042494081057374,0.13472973593162108,0.7037048161393961,0.00042898503818988853,0.4607485869334329
NY,2021-10-01,0.6979433420709483,0.2824403507765141,0.9378978970750479,0.2106306425365937,0.2594866181705904,0.4013574194427336,0.47102131898263333,0.6277157169220291
NY,2021-11-01,0.315378552704055,0.5166597894266755,0.46809239186391105,0.569678508104891,0.05973735294719085,0.559268845179134,0.6569203146504773,0.7588341332706292
NY,2021-12-01,0.3907639795424145,0.2748377872027752,0.39415960349123647,0.5416103455225975,0.5410739060239349,0.43134429533106067,0.7650479271782568,0.31091499232878805
NY,2022-01-01,0.28157041171257924,0.4121487685184476,0.6689141567608268,0.189026965883889,0.21171443939261492,0.3068138542831709,0.6290106402949863,0.6973334794375683
NY,2022-02-01,0.35039926207756655,0.49126979678814386,0.09475996907934114,0.3900507683045227,0.33083779731399965,0.14436075073384547,0.6190039710863817,0.07082438603490049
NY,2022-03-01,0.8690790058229451,0.16141373359700462,0.9312654650267852,0.3285173067412004,0.8976339684913504,0.9503185589608987,0.14774549974805085,0.5243652408050022
